Assigment name,Assignment,Assignment Type,Author,Billable Hours,Category,Cost Center,Cost Center (Business Unit),Customer Responsible,Date,Employee Role,Entry Date,Hour Price,Hours Worked,Industry,Internal,Invoice Number,Invoiced,Invoicing Date,Margin,Non-Billable,Owner,Paid,Parent Company,Parent Company Home Country,Parent Company Industry,Parent Company Responsible,Parent Company Type,Payer,Payer Home Country,Payment Date,Principal,Principal Home Country,Principal Type,Responsible,Seller,Skill,Status (Registere,Tax Rate,Total,Transaction,Transaction Type,Transaction Type Englis,Transaction status (Ope,Type (Fe
 testamentti,20090029,Perheoikeus,Helen Hakaniemi,2.0,,Lakipalveluja,Lakipalveluja,Yki Kontula,2012-05-02,,2012-05-02,170.0,2.0,,False,20110043,166.7,2012-05-02,136.7,False,Yki Kontula,0.0,,,,,,Taina Terävä,Suomi,NaT,Terävä Taina,Suomi,,Yki Kontula,,,Laskutettu,Alv 23 %,166.7,Konsultointi asiakkaan luona,Konsultointi asiakkaan luona,Consultation at customer's,Tulostettu,Palkkio
 testamentti,20090029,Perheoikeus,Helen Hakaniemi,2.0,,Lakipalveluja,Lakipalveluja,Yki Kontula,2012-05-02,,2010-09-01,0.0,0.0,,False,20110043,166.7,2012-05-02,166.7,False,Yki Kontula,0.0,,,,,,Taina Terävä,Suomi,NaT,Terävä Taina,Suomi,,Yki Kontula,,,Laskutettu,Alv 23 %,166.7,Neuvottelu,Neuvottelu,Negotiation,Tulostettu,Palkkio
 testamentti,20090029,Perheoikeus,Helen Hakaniemi,6.0,,Lakipalveluja,Lakipalveluja,Yki Kontula,2012-05-02,,2010-02-22,170.0,0.0,,False,20110043,500.0,2012-05-02,500.0,False,Yki Kontula,0.0,,,,,,Taina Terävä,Suomi,NaT,Terävä Taina,Suomi,,Yki Kontula,,,Laskutettu,Alv 23 %,500.0,Sopimuksen laatimista,Sopimuksen laatimista,Writing a contract,Tulostettu,Palkkio
 testamentti,20090029,Perheoikeus,Yki Kontula,6.0,,Lakipalveluja,Lakipalveluja,Yki Kontula,2010-01-21,,2010-01-21,170.0,6.0,,False,20090136,510.0,2010-01-21,470.0,False,Yki Kontula,0.0,,,,,,Taina Terävä,Suomi,NaT,Terävä Taina,Suomi,,Yki Kontula,,,Laskutettu,Alv 22 %,510.0,Testamentin laatiminen,Esiintyminen oikeudessa,Court appearance,Peruttu,Palkkio
 testamentti,20090029,Perheoikeus,Yki Kontula,20.0,,Lakipalveluja,Lakipalveluja,Yki Kontula,2010-01-21,,2010-01-21,170.0,0.0,,False,20090136,850.0,2010-01-21,850.0,False,Yki Kontula,0.0,,,,,,Taina Terävä,Suomi,NaT,Terävä Taina,Suomi,,Yki Kontula,,,Laskutettu,Alv 22 %,850.0,haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Peruttu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,2.9699999999999998,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,2.9699999999999998,,False,20090149,170.0,2010-01-21,140.0,False,Jopi Jalkapuoli,164.38,,,,,,Koppelo Kaisa,Suomi,NaT,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,170.0,Laadittu kirje,Laadittu kirje,Writing a letter,Tulostettu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,1.5,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,1.5,,False,20090140,85.0,2010-01-21,70.0,False,Jopi Jalkapuoli,85.0,,,,,,Koppelo Kaisa,Suomi,2010-01-21,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,85.0,Laadittu kirje osakkaille,Laadittu kirje,Writing a letter,Maksettu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,2.9699999999999998,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,0.0,,False,20090149,170.0,2010-01-21,170.0,False,Jopi Jalkapuoli,164.38,,,,,,Koppelo Kaisa,Suomi,NaT,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,170.0,Neuvottelu,Neuvottelu,Negotiation,Tulostettu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,3.0,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,0.0,,False,20090140,170.0,2010-01-21,170.0,False,Jopi Jalkapuoli,170.0,,,,,,Koppelo Kaisa,Suomi,2010-01-21,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,170.0,Neuvottelu/päämies,Neuvottelu,Negotiation,Maksettu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,1.6400000000000001,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,0.75,,False,20090140,51.0,2010-01-21,51.0,False,Jopi Jalkapuoli,91.82,,,,,,Koppelo Kaisa,Suomi,2010-01-21,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,51.0,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,0.75,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,0.75,,False,20090140,42.5,2010-01-21,35.0,False,Jopi Jalkapuoli,42.5,,,,,,Koppelo Kaisa,Suomi,2010-01-21,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,42.5,Puhelinneuvottelu/AA Mäkinen,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Perinnönjako,20090030,Perheoikeus,Jopi Jalkapuoli,14.83,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-21,,2010-01-21,170.0,0.0,,False,20090149,850.0,2010-01-21,850.0,False,Jopi Jalkapuoli,821.92,,,,,,Koppelo Kaisa,Suomi,NaT,Koppelo Kaisa,Suomi,,Jopi Jalkapuoli,,,Maksettu,Veroton,850.0,haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Tulostettu,Palkkio
 sopimus,20090032,Rahoitusoikeus,Nelli Niittykumpu,3.0,,Palvelu,Palvelu,Nelli Niittykumpu,2010-01-21,,2010-01-21,170.0,3.0,,False,20090143,510.0,2010-01-21,1260.0,False,Nelli Niittykumpu,510.0,Leivolan Leivokset Oy,Suomi,,Lenita Lauttasaari,,Liisa Leipomo,Suomi,2010-01-27,Liisa Leipomo,Suomi,,Nelli Niittykumpu,,,Maksettu,Alv 22 %,1530.0,sopimusneuvottelut,Konsultointi asiakkaan luona,Consultation at customer's,Maksettu,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,4.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,130.0,4.0,,False,H2012-019,520.0,2012-01-25,490.0,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Alv 22 %,520.0,Esiintyminen oikeudessa,Esiintyminen oikeudessa,Court appearance,Hyvitetty,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,0.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,,0.0,,False,H2012-019,45.0,2012-01-25,,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Veroton,45.0,Kilometrikorvaus,Kilometrikorvaus,Mileage allowance,Hyvitetty,Kulu
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,2.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,130.0,2.0,,False,H2012-019,260.0,2012-01-25,230.0,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Veroton,260.0,Käynti asiakkaan luona,Käynti asiakkaan luona,Visiting the customer,Hyvitetty,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,2.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,130.0,2.0,,False,H2012-019,260.0,2012-01-25,200.0,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Alv 22 %,260.0,Laadittu kirje,Laadittu kirje,Writing a letter,Hyvitetty,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,1.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,130.0,0.0,,False,H2012-019,130.0,2012-01-25,130.0,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Alv 22 %,130.0,Neuvottelu,Neuvottelu,Negotiation,Hyvitetty,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,3.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,130.0,3.0,,False,H2012-019,390.0,2012-01-25,360.0,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Alv 22 %,390.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Hyvitetty,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,0.25,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,163.93,0.25,,False,H2012-019,40.98,2012-01-25,33.48,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Alv 22 %,40.98,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Hyvitetty,Palkkio
 Autokorjaamokartelli,20090033,Kilpailuoikeus,Helen Hakaniemi,2.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2012-01-25,,2010-01-28,130.0,2.0,,False,H2012-019,260.0,2012-01-25,230.0,False,Helen Hakaniemi,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Helen Hakaniemi,,,Laskutettu,Alv 22 %,260.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Hyvitetty,Palkkio
 auotkorjaamokartelli,20090034,Kilpailuoikeus,Viivi Vuosaari,0.0,,Arviointipalvelu,Arviointipalvelu,Helen Hakaniemi,2010-01-28,,2010-01-28,,0.0,,False,20090167,45.0,2010-01-28,,False,Viivi Vuosaari,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Viivi Vuosaari,,,Laskutettu,Veroton,45.0,Kilometrikorvaus,Kilometrikorvaus,Mileage allowance,Avoin,Kulu
 auotkorjaamokartelli,20090034,Kilpailuoikeus,Viivi Vuosaari,2.0,,Arviointipalvelu,Arviointipalvelu,Helen Hakaniemi,2010-01-28,,2010-01-28,130.0,0.0,,False,20090167,130.0,2010-01-28,130.0,False,Viivi Vuosaari,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 22 %,130.0,Konsultointi asiakkaan luona,Konsultointi asiakkaan luona,Consultation at customer's,Avoin,Palkkio
 auotkorjaamokartelli,20090034,Kilpailuoikeus,Viivi Vuosaari,0.5,,Arviointipalvelu,Arviointipalvelu,Helen Hakaniemi,2010-01-28,,2010-01-28,163.93,0.5,,False,20090167,40.98,2010-01-28,33.48,False,Viivi Vuosaari,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 22 %,40.98,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Avoin,Palkkio
 auotkorjaamokartelli,20090034,Kilpailuoikeus,Viivi Vuosaari,7.0,,Arviointipalvelu,Arviointipalvelu,Helen Hakaniemi,2010-01-28,,2010-01-28,130.0,0.0,,False,20090167,455.0,2010-01-28,455.0,False,Viivi Vuosaari,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 22 %,455.0,Sopimuksen laatimista,Sopimuksen laatimista,Writing a contract,Avoin,Palkkio
 auotkorjaamokartelli,20090034,Kilpailuoikeus,Viivi Vuosaari,4.0,,Arviointipalvelu,Arviointipalvelu,Helen Hakaniemi,2010-01-28,,2010-01-28,130.0,4.0,,False,20090167,260.0,2010-01-28,230.0,False,Viivi Vuosaari,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 22 %,260.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Avoin,Palkkio
 fghfh,20090036,Perintöoikeus,Jopi Jalkapuoli,0.25,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-01-28,,2010-01-28,163.93,3.25,,False,20090181,40.98,2010-01-28,10.98,False,Jopi Jalkapuoli,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,40.98,Esiintyminen oikeudessa,Esiintyminen oikeudessa,Court appearance,Peruttu,Palkkio
 fghfh,20090036,Perintöoikeus,Jopi Jalkapuoli,2.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-01-28,,2010-01-28,130.0,0.0,,False,20090181,260.0,2010-01-28,260.0,False,Jopi Jalkapuoli,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,260.0,Neuvottelu,Neuvottelu,Negotiation,Peruttu,Palkkio
 fghfh,20090036,Perintöoikeus,Jopi Jalkapuoli,0.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-01-28,,2010-01-28,,0.0,,False,20090181,19.0,2010-01-28,,False,Jopi Jalkapuoli,0.0,,,,,,Eliaksen Autohuolto,Suomi,NaT,Eliaksen Autohuolto,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,19.0,kopioita,kopioita,Copies,Peruttu,Kulu
 Rahoitusneuvoja,20090037,Rahoitusoikeus,Nelli Niittykumpu,0.0,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2010-01-28,,2010-01-28,,0.0,,False,20090179,67.5,2010-01-28,,False,Nelli Niittykumpu,0.0,,,,,,X Ab Oy,Suomi,NaT,X Ab Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Veroton,67.5,Kilometrikorvaus,Kilometrikorvaus,Mileage allowance,Hyvitetty,Kulu
 Rahoitusneuvoja,20090037,Rahoitusoikeus,Nelli Niittykumpu,0.4,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2010-01-28,,2010-01-28,170.0,0.4,,False,20090179,68.0,2010-01-28,56.0,False,Nelli Niittykumpu,0.0,,,,,,X Ab Oy,Suomi,NaT,X Ab Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,68.0,Laadittu kirje X Ab Oy,Laadittu kirje,Writing a letter,Hyvitetty,Palkkio
 Rahoitusneuvoja,20090037,Rahoitusoikeus,Nelli Niittykumpu,2.0,Laskutettava,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2010-01-28,,2010-01-28,170.0,2.0,,False,20090179,340.0,2010-01-28,310.0,False,Nelli Niittykumpu,0.0,,,,,,X Ab Oy,Suomi,NaT,X Ab Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,340.0,Laadittu sopimus,Sopimus,Contract,Hyvitetty,Palkkio
 Rahoitusneuvoja,20090037,Rahoitusoikeus,Nelli Niittykumpu,5.0,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2010-01-28,,2010-01-28,170.0,5.0,,False,20090179,850.0,2010-01-28,820.0,False,Nelli Niittykumpu,0.0,,,,,,X Ab Oy,Suomi,NaT,X Ab Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,850.0,Neuvottelu päämiehen kanssa.,Neuvottelu,Negotiation,Hyvitetty,Palkkio
 Rahoitusneuvoja,20090037,Rahoitusoikeus,Nelli Niittykumpu,4.0,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2010-01-28,,2000-01-11,170.0,4.0,,False,20090179,680.0,2010-01-28,650.0,False,Nelli Niittykumpu,0.0,,,,,,X Ab Oy,Suomi,NaT,X Ab Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,680.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Hyvitetty,Palkkio
 x,20090038,Rikosoikeus,Viivi Vuosaari,12.0,,Arviointipalvelu,Arviointipalvelu,Viivi Vuosaari,2012-05-08,,2010-01-28,170.0,12.0,,False,20090172,680.0,2010-01-28,650.0,False,Viivi Vuosaari,680.0,,,,,,abc Oy,Suomi,2012-05-08,abc Oy,Suomi,,Viivi Vuosaari,,,Maksettu,Alv 22 %,680.0,Neuvottelu vankilassa,Neuvottelu vankilassa,Meeting in a prison,Maksettu,Palkkio
 x,20090038,Rikosoikeus,Viivi Vuosaari,3.0,,Arviointipalvelu,Arviointipalvelu,Viivi Vuosaari,2012-05-08,,2010-01-28,170.0,3.0,,False,20090172,170.0,2010-01-28,140.0,False,Viivi Vuosaari,170.0,,,,,,abc Oy,Suomi,2012-05-08,abc Oy,Suomi,,Viivi Vuosaari,,,Maksettu,Alv 22 %,170.0,haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Maksettu,Palkkio
 Osakas sopimus.,20090039,Yritysoikeus,Jopi Jalkapuoli,2.0,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-28,,2010-01-28,163.93,2.0,,False,20090178,163.93,2010-01-28,133.93,False,Jopi Jalkapuoli,0.0,,,,,,BB Studios,Suomi,NaT,BB Studios,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,163.93,Esiintyminen oikeudessa.,Esiintyminen oikeudessa,Court appearance,Avoin,Palkkio
 Osakas sopimus.,20090039,Yritysoikeus,Jopi Jalkapuoli,2.0,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-28,,2010-01-28,163.93,0.0,,False,20090178,163.93,2010-01-28,163.93,False,Jopi Jalkapuoli,0.0,,,,,,BB Studios,Suomi,NaT,BB Studios,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,163.93,Neuvottelu,Neuvottelu,Negotiation,Avoin,Palkkio
 Osakas sopimus.,20090039,Yritysoikeus,Jopi Jalkapuoli,12.0,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-28,,2010-01-28,163.93,12.0,,False,20090178,983.58,2010-01-28,953.58,False,Jopi Jalkapuoli,0.0,,,,,,BB Studios,Suomi,NaT,BB Studios,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,983.58,Neuvottelu vankilassa,Neuvottelu vankilassa,Meeting in a prison,Avoin,Palkkio
 Osakas sopimus.,20090039,Yritysoikeus,Jopi Jalkapuoli,0.5,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-28,,2010-01-28,163.93,0.5,,False,20090178,40.98,2010-01-28,33.48,False,Jopi Jalkapuoli,0.0,,,,,,BB Studios,Suomi,NaT,BB Studios,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Veroton,40.98,Tapaaminen BB/LH.,Käynti asiakkaan luona,Visiting the customer,Avoin,Palkkio
 Osakas sopimus.,20090039,Yritysoikeus,Jopi Jalkapuoli,10.0,,Lakipalveluja,Lakipalveluja,Jopi Jalkapuoli,2010-01-28,,2010-01-28,170.0,0.0,,False,20090178,850.0,2010-01-28,850.0,False,Jopi Jalkapuoli,0.0,,,,,,BB Studios,Suomi,NaT,BB Studios,Suomi,,Jopi Jalkapuoli,,,Laskutettu,Alv 22 %,850.0,haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Avoin,Palkkio
 Sisäinen toimeksianto,20090040,Hallintoasia,Helen Hakaniemi,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2010-09-01,,2010-09-01,0.0,0.0,Muu,True,,,NaT,-30.0,False,Helen Hakaniemi,0.0,Ankallispankki Oy,Suomi,Pankki,Helen Hakaniemi,Osakeyhtiö,,,NaT,ACME Ltd,Suomi,Customer,Helen Hakaniemi,,,Kirjattu,,0.0,Käynti asiakkaan luona,Käynti asiakkaan luona,Visiting the customer,Avoin,Palkkio
 Sisäinen toimeksianto,20090040,Hallintoasia,Helen Hakaniemi,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2010-06-02,,2010-06-02,0.0,0.0,Muu,True,,,NaT,-30.0,False,Helen Hakaniemi,0.0,Ankallispankki Oy,Suomi,Pankki,Helen Hakaniemi,Osakeyhtiö,,,NaT,ACME Ltd,Suomi,Customer,Helen Hakaniemi,,,Kirjattu,,0.0,Laadittu kirje,Laadittu kirje,Writing a letter,Avoin,Palkkio
 Sisäinen toimeksianto,20090040,Hallintoasia,Helen Hakaniemi,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2010-01-28,,2010-01-28,0.0,5.0,Muu,True,,,NaT,-30.0,False,Helen Hakaniemi,0.0,Ankallispankki Oy,Suomi,Pankki,Helen Hakaniemi,Osakeyhtiö,,,NaT,ACME Ltd,Suomi,Customer,Helen Hakaniemi,,,Kirjattu,,0.0,Neuvottelu,Neuvottelu,Negotiation,Avoin,Palkkio
 Sisäinen toimeksianto,20090040,Hallintoasia,Helen Hakaniemi,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2010-06-02,,2010-06-02,0.0,0.0,Muu,True,,,NaT,-30.0,False,Helen Hakaniemi,0.0,Ankallispankki Oy,Suomi,Pankki,Helen Hakaniemi,Osakeyhtiö,,,NaT,ACME Ltd,Suomi,Customer,Helen Hakaniemi,,,Kirjattu,,0.0,Neuvottelu asiakkaan kanssa,Neuvottelu asiakkaan kanssa,Meeting with client,Avoin,Palkkio
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,0.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-02-10,,2010-02-10,,0.0,,False,20090194,50.0,2010-02-10,,False,Helen Hakaniemi,50.0,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,50.0,Junalippu,Junalippu,Train ticket,Maksettu,Kulu
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,0.8999999999999999,,Lakipalveluja,,Helen Hakaniemi,2010-02-10,,2010-02-08,150.0,0.75,,False,20090194,37.5,2010-02-10,30.0,False,Helen Hakaniemi,37.5,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,37.5,Kartelli,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,0.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-02-10,,2010-02-10,,0.0,,False,20090194,45.0,2010-02-10,,False,Helen Hakaniemi,45.0,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Veroton,45.0,Kilometrikorvaus,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,3.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-02-10,,2010-02-10,150.0,0.0,,False,20090194,150.0,2010-02-10,150.0,False,Helen Hakaniemi,150.0,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,150.0,Neuvottelu,Neuvottelu,Negotiation,Maksettu,Palkkio
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,7.5,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-02-10,,2010-02-10,130.0,9.0,,False,20090194,325.0,2010-02-10,295.0,False,Helen Hakaniemi,325.0,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,325.0,"Neuvottelu asiakkaan luona
- keskusteltiin..",Neuvottelu asiakkaan luona,Meeting at customer's,Maksettu,Palkkio
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,0.75,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-02-10,,2010-02-10,150.0,0.0,,False,20090194,37.5,2010-02-10,37.5,False,Helen Hakaniemi,37.5,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,37.5,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,4.5,,Lakipalveluja,,Helen Hakaniemi,2010-02-10,,2010-02-09,150.0,4.5,,False,20090194,225.0,2010-02-10,195.0,False,Helen Hakaniemi,225.0,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Veroton,225.0,Tapaaminen,Käynti asiakkaan luona,Visiting the customer,Maksettu,Palkkio
 Kartelli,20090041,Kilpailuoikeus,Helen Hakaniemi,9.0,,Lakipalveluja,Lakipalveluja,Helen Hakaniemi,2010-02-10,,2010-02-10,150.0,9.0,,False,20090194,450.0,2010-02-10,420.0,False,Helen Hakaniemi,450.0,,,,,,Heikin Auto Oy,Suomi,2010-02-10,Heikin Auto Oy,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,450.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Maksettu,Palkkio
 Kartelli,20090042,Kilpailuoikeus,Nelli Niittykumpu,4.0,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2010-02-10,,2010-02-10,160.0,4.0,,False,20090187,320.0,2010-02-10,290.0,False,Nelli Niittykumpu,0.0,,,,,,Kepulikalle Oy,Suomi,NaT,Kepulikalle Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,320.0,Haastehakemuksen työstäminen,Haastehakemuksen työstäminen,Writing a complaint,Avoin,Palkkio
